ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,annual_cdd,annual_cdd_lower,annual_cdd_upper,electricity_price,electricity_price_lower,electricity_price_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,renewable_share,renewable_share_lower,renewable_share_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2022-01-01,0.13957299438646872,0.2443120625017264,0.25920735556073377,0.13957208003797494,0.1395737467473551,0.11230926298666657,0.11230926298666657,0.11230926298666657,0.00019697097211805284,0.00019697097211805284,0.00019697097211805284,0.002208154552754185,0.002208154552754185,0.002208154552754185,-0.000847433037107472,-0.000847433037107472,-0.000847433037107472,-0.0032525585619797097,-0.0032525585619797097,-0.0032525585619797097,0.11315669602377405,0.11315669602377405,0.11315669602377405,0.0,0.0,0.0,0.2518822573731353
2023-01-01,0.13924134976220598,0.25086895942224036,0.26461419616758725,0.13923848365580474,0.13924380272641654,0.11826400520816033,0.11826400520816033,0.11826400520816033,-0.00017592655530277593,-0.00017592655530277593,-0.00017592655530277593,0.010361088364948982,0.010361088364948982,0.010361088364948982,0.005852756602480032,0.005852756602480032,0.005852756602480032,-0.004332405207166172,-0.004332405207166172,-0.004332405207166172,0.11241124860568029,0.11241124860568029,0.11241124860568029,0.0,0.0,0.0,0.2575053549703663
2024-01-01,0.13890970513794323,0.26061095286757036,0.2739056691743099,0.13890409758250422,0.13891491311016368,0.12802474106048264,0.12802474106048264,0.12802474106048264,-0.0003601397223260149,-0.0003601397223260149,-0.0003601397223260149,0.01996145483900427,0.01996145483900427,0.01996145483900427,0.013577967864236162,0.013577967864236162,0.013577967864236162,-0.006023347252442089,-0.006023347252442089,-0.006023347252442089,0.11444677319624647,0.11444677319624647,0.11444677319624647,0.0,0.0,0.0,0.2669344461984259
